Soils_ID,Nitrogen,Phosphorus,Potassium,PH,Soil_moisture,Soil_type_ID,Organic_matter
497,11,72,22,6.842744374,11.16582515,2,2.04236193
498,20,60,22,6.876572503,28.19465319,2,2.038322341
499,10,71,18,6.151029296,27.86323769,3,9.312911851
500,33,61,24,4.567446499,27.79851363,3,2.892880015
501,3,49,18,3.692863601,17.5732824,1,2.340909783
502,22,59,23,4.371745575,26.01405624,2,8.79193159
503,36,58,25,8.399135958,17.12723208,1,2.802286345
504,4,43,18,8.840656256,12.60652257,3,7.170747632
505,29,54,16,8.153022903,11.6151987,2,2.221138935
506,32,43,22,5.270749441,24.83904661,1,7.56819907
507,14,55,15,8.050304395,11.54426645,3,2.369373621
508,5,35,20,9.679240873,26.90825565,2,7.571832588
509,25,57,24,6.974978386,21.07517038,2,1.066358057
510,11,53,24,7.39389918,18.25043343,3,6.708921808
511,40,49,17,6.68727523,17.04858596,3,2.135979121
512,38,56,25,7.88118645,24.86856131,1,5.111341365
513,27,43,23,5.875333778,27.80665923,2,2.230219093
514,24,38,22,8.202706015,23.25719905,1,5.584262873
515,23,45,21,8.985348193,18.11865345,2,1.386371827
516,29,57,20,5.87707519,29.16974292,1,3.651611546
517,31,35,23,7.707595055,25.35251598,1,7.61326629
518,0,55,25,4.524171562,28.09551241,1,9.63618626
519,7,45,22,9.926212291,10.92608465,3,9.334824332
520,17,58,25,6.455592696,24.12568989,1,7.806016031
521,11,44,17,8.016210782,11.57378035,2,6.123651615
522,22,49,22,3.71105919,11.26537675,3,3.885654009
523,9,51,19,5.49091063,26.02707291,3,9.9018782
524,28,48,15,9.254089438,13.52533284,2,1.010358799
525,26,50,19,6.005242945,19.01807657,2,9.261260354
526,36,56,20,7.437078236,19.39325906,3,9.770668478
527,8,60,18,3.808429173,13.46856493,2,9.695467732
528,24,37,21,5.818219385,25.30303828,1,2.002890494
529,22,43,24,4.52363558,10.38472275,2,4.428483982
530,36,43,24,3.510404312,29.5591348,1,6.646557314
531,22,44,24,6.030447288,27.88877649,1,1.175085103
532,17,43,22,5.498340808,11.44540723,2,1.048218972
533,8,45,15,4.61136408,24.50491064,3,7.549278946
534,7,56,23,5.545219232,20.44935178,2,4.154018484
535,36,57,16,8.292875734,18.46843246,3,9.501114989
536,11,45,19,3.828031463,19.20084966,1,5.445899021
537,6,36,22,8.869532817,24.40959784,2,6.250102931
538,17,57,20,3.793575185,27.57426251,1,9.144692149
539,4,47,20,4.193189124,12.48625698,2,4.11430305
540,9,49,16,7.661537348,24.9319049,2,1.711921117
541,25,51,24,9.392694614,23.43091036,3,4.223864136
542,36,44,21,4.516154055,14.11391294,1,9.152760417
543,21,38,20,5.794289715,21.21334205,2,2.647659583
544,37,57,20,7.354286985,14.26583798,3,9.989037781
545,32,48,18,5.993513566,25.22784621,3,9.134486156
546,29,44,20,8.620107545,19.35632207,2,3.650757591
547,25,51,18,9.45949344,12.14174157,2,9.685597517
548,10,44,24,8.0344125,20.60356975,3,2.373305627
549,23,35,18,5.414492777,10.17966023,1,2.865425094
550,9,60,23,6.276004336,13.79313101,3,2.72682105
551,3,58,21,9.160691747,16.42641149,2,5.50665197
552,22,42,22,7.887658711,26.03319189,2,5.821035326
553,12,39,21,8.183844843,19.10396294,1,6.999225023
554,39,36,22,9.072011412,23.74811195,1,6.522792198
555,32,41,16,7.702287236,25.25617477,3,5.147947202
556,30,41,15,5.88509677,15.57349307,1,2.688074361
557,19,36,22,6.16496284,12.47276094,1,6.436226641
558,4,46,15,3.504752314,15.32162746,2,8.967959669
559,21,39,20,7.388007483,19.13251841,3,5.412942836
560,35,57,25,8.340398059,23.56947337,1,9.757850622
561,22,55,24,8.66077954,22.1259895,2,8.978364105
562,35,51,17,3.558822825,27.58410011,1,3.023106519
563,17,56,17,5.9565851,13.35174553,2,7.951117758
564,28,57,17,9.416003106,11.73778744,2,8.571635824
565,22,36,16,8.18422855,16.49963048,2,2.98272603
566,11,41,19,5.131779302,29.1720888,1,4.613717836
567,38,38,18,6.294130313,23.30698594,1,5.300930896
568,23,37,24,7.991902443,23.60953809,3,1.783110939
569,25,35,20,8.923095695,16.33277228,2,9.084841755
570,40,45,20,6.878498176,26.64982268,1,8.642639871
571,23,58,19,5.243634849,29.47173475,1,6.121328424
572,2,56,23,7.550090941,21.90536637,3,5.350897653
573,3,56,17,8.709291688,19.47215996,1,5.799886961
574,26,51,25,7.792508068,10.12783375,3,1.054798398
575,39,42,20,8.055908858,23.75561075,1,7.776503451
576,27,59,20,4.397698806,19.80094187,2,5.387893739
577,24,45,19,5.952384957,17.93170256,3,3.071545154
578,7,40,17,8.532078733,17.6949517,1,2.591764083
579,15,45,23,7.224193642,17.04252766,1,7.877867228
580,26,52,23,4.931890506,29.20692204,2,6.391610485
581,20,45,16,4.626212446,26.74203319,1,4.828964834
582,34,54,24,5.026003659,16.99798685,2,9.878524684
583,19,51,25,3.5253661,15.86987575,2,7.581773118
584,29,41,21,8.86979671,19.3205337,1,7.363523664
585,20,50,22,9.406887533,13.71679017,2,3.473586585
586,11,40,23,5.80428611,19.41220597,2,9.855034058
587,15,54,15,8.35495812,17.70359435,3,6.251351461
588,35,55,22,8.634929739,13.85272937,3,6.03479047
589,9,59,25,7.699200949,26.94024649,3,4.391306634
590,40,45,18,5.261285926,19.39389437,2,9.448169682
591,35,38,19,9.112771682,22.96719134,2,5.456191736
592,14,58,17,4.605700542,15.96868205,1,3.714818815
593,40,55,18,7.115994051,17.32033549,3,1.444333864
594,18,36,23,7.214078621,29.81979591,3,7.281712216
595,35,52,15,9.93509073,19.30385654,2,2.81227836
596,4,59,22,8.914074888,21.83024655,2,8.617960889
597,22,51,16,8.639586199,21.69539747,3,9.183517131
598,33,47,17,8.621514073,20.20665625,2,5.731886624
599,2,51,17,5.838508699,26.22282844,2,8.666025086
600,16,51,21,3.532008668,16.28911809,1,9.79209631
601,19,55,20,7.18530147,18.50034532,3,3.960387901
602,8,54,20,7.034214276,25.99438132,3,4.64111698
603,36,55,20,6.635968698,20.3372897,3,8.438937608
604,10,56,16,6.828187499,16.40039078,1,9.592362939
605,22,56,17,6.89077995,14.82413869,2,1.156767228
606,9,57,24,7.165121109,14.93337815,2,7.487938255
607,34,59,23,6.935804256,23.46782687,2,2.758058528
608,31,51,25,7.196774236,22.26648866,2,1.136563533
609,0,49,18,6.990095452,15.22168611,2,8.119511928
610,21,39,20,7.064782138,27.03941475,3,5.157938844
611,28,35,22,7.156563094,25.76926696,3,3.507004955
612,17,52,17,6.364967184,29.02014458,3,7.343624061
613,24,42,23,6.428054409,10.32759641,3,3.72223019
614,28,46,16,6.664187809,16.48240902,2,7.894192161
615,21,38,21,6.637677489,25.53461711,2,2.328197403
616,34,60,25,6.79385576,27.26825166,3,7.24911454
617,19,53,22,6.852884643,19.95737601,1,1.726323011
618,31,58,15,7.121571293,22.27699048,3,9.305888227
619,19,35,24,6.883308033,21.75351819,1,9.178806464
620,24,53,17,6.421271178,26.87198588,1,3.579012473
621,13,47,20,6.54450214,29.17240596,2,4.714071798
622,31,53,16,6.452006451,25.25480284,3,5.58758009
623,28,45,23,6.489259136,13.89557304,2,8.070870695
624,31,37,21,6.713410626,24.3877963,2,3.941354568
625,33,60,15,6.510840928,23.06373633,2,8.133386104
626,34,45,21,6.287380117,10.77252582,3,7.696929151
627,13,57,25,6.86308576,12.35207772,1,7.038012434
628,33,57,17,6.78415271,24.22621946,3,8.432969459
629,32,57,22,6.769415888,13.94508202,2,3.079332603
630,23,59,25,6.320768488,23.67937136,2,7.009360663
631,35,41,18,6.705008504,10.80616463,2,6.421474608
632,6,48,24,6.790736339,23.88330696,1,2.901463447
633,29,36,25,7.130278657,25.72046934,3,9.826969285
634,4,36,22,7.012740397,16.45921435,2,8.891255749
635,10,59,22,7.155685016,23.56871099,1,5.406923682
636,14,48,21,6.991242362,19.57807919,2,4.632358652
637,8,50,21,6.218923893,27.90197104,3,4.980442968
638,20,40,15,7.199495368,24.79759331,1,3.120759666
639,36,43,22,6.389882166,21.60431481,1,6.243353216
640,14,57,15,6.623438282,22.58016033,1,5.522106363
641,11,60,23,7.033012777,16.99342995,1,7.105378195
642,10,59,15,6.32400451,18.34078536,1,2.426137393
643,7,60,25,6.397636709,15.5042781,2,8.626819416
644,2,47,15,6.401455706,28.46600545,3,2.142934391
645,20,45,22,6.904587016,26.97246172,2,3.591865623
646,2,39,15,6.478557136,23.26303205,1,9.917378999
647,27,40,24,7.063022095,27.77957705,2,1.854838958
648,35,48,15,6.981758362,10.89851851,1,3.8606378
649,4,59,25,6.227134139,23.2938659,1,7.92611239
650,1,48,24,6.232836962,20.34366154,2,7.336082734
651,36,43,21,7.140437859,22.68540602,2,7.938921331
652,11,46,24,6.459252023,21.88468062,2,3.079517797
653,34,47,19,6.568795404,23.20053728,3,6.247359776
654,21,44,18,7.12851089,19.12486535,1,4.69705651
655,17,58,20,6.42937879,20.51109414,1,2.900120014
656,25,40,21,6.248900919,22.22238671,2,9.40556478
657,2,38,18,6.619891498,22.57522849,2,5.221483058
658,9,48,20,6.377568542,24.93689341,3,6.231629077
659,37,49,25,6.415459592,19.16214328,2,9.346502115
660,36,38,15,6.320662012,10.41988947,1,2.728009652
661,40,58,15,6.978400282,13.53238605,1,8.134394644
662,30,44,16,6.442335593,14.70116686,2,7.961942494
663,1,59,23,7.184398832,26.90593273,3,5.188935255
664,9,48,22,6.402926221,25.49440692,2,7.317467909
665,14,41,17,7.085982325,24.73208691,1,5.560818397
666,35,52,19,6.698574085,22.48443392,3,1.981301648
667,31,48,17,6.594739424,11.40253936,3,3.119421485
668,4,41,20,6.647965508,22.08148011,1,2.671820951
669,30,37,25,7.120032489,26.23302147,3,6.123245865
670,9,35,20,6.91380932,18.8711517,2,7.678046359
671,20,41,20,7.073048264,28.66508856,3,4.693911682
672,37,50,23,6.5304707,17.12070476,2,5.944345805
673,34,35,21,6.684381357,24.94473911,1,1.122634612
674,14,37,15,6.581351374,24.40491882,3,2.878720402
675,23,39,22,6.86483915,23.55006874,1,1.696817669
676,5,45,21,6.487124217,27.36135221,3,4.405542852
677,22,37,20,6.605733068,23.95993125,1,2.229561239
678,40,51,17,6.860602782,29.66750757,3,9.731649308
679,27,56,20,6.41874299,15.13176546,2,4.909971703
680,31,40,22,6.365513634,29.60982809,3,2.102557599
681,38,36,21,6.556372966,10.50661296,3,2.808803839
682,6,37,17,6.760694228,29.35473729,3,1.317695173
683,6,47,18,6.715276663,27.60914463,2,6.57744941
684,24,44,17,6.666380512,29.14611108,2,5.693176783
685,25,59,19,6.626629798,14.23913697,2,6.954446291
686,32,56,21,6.702772465,23.44052957,1,4.090801775
687,8,45,18,7.011030515,11.66135808,1,3.985567799
688,19,39,17,6.890156495,22.98077834,2,2.379288955
689,39,37,15,6.821747052,29.03339864,1,5.893271832
690,33,37,19,7.183189922,15.31446341,1,2.774447043
691,26,54,17,6.27258822,20.2873195,1,2.701766677
692,21,51,15,6.679127482,17.71577681,3,7.686820021
693,22,54,20,6.689825155,25.66663034,3,7.053076401
694,29,45,16,6.583381939,14.2575018,2,6.05953585
695,4,40,21,6.725551062,11.92492705,1,5.678531006
696,10,37,22,7.069747814,17.84930634,1,3.675505614
697,4,44,19,6.921993878,28.69797587,3,9.6842447
698,20,45,17,6.770955317,12.36468404,2,1.30908638
699,23,45,23,6.983130466,26.96349885,3,1.889212862
700,25,48,21,6.267684328,18.61292224,1,4.205619609
701,56,79,15,7.454532137,18.92257803,2,8.036079678
702,25,62,21,7.040056094,26.46727744,2,5.945108746
703,42,61,22,7.418650668,17.8478751,2,7.098344555
704,42,73,25,6.501869314,20.57813457,1,3.585402074
705,44,58,18,6.814410928,26.77931904,1,8.739971967
706,50,55,16,7.581442888,23.2927229,2,9.981129275
707,35,72,21,7.741418772,16.53271795,1,1.581492296
708,30,64,20,6.573531614,15.64907935,3,1.314301915
709,27,64,21,7.543804223,11.10711732,1,3.440820109
710,50,74,17,6.5408208,15.3690511,2,1.53994009
711,39,73,24,7.22405917,27.24438638,1,7.667592901
712,57,67,25,7.551364319,24.55880859,3,7.017896366
713,52,63,19,6.928898659,27.22840461,2,3.567289561
714,55,66,22,7.747775263,29.868739,1,5.456156936
715,51,56,18,6.706505915,14.43146148,2,3.989333277
716,36,66,15,6.668238556,19.1380517,2,3.838487445
717,59,55,19,7.332375138,18.4368541,1,9.667150129
718,50,58,23,7.596802025,25.60288675,2,5.822046061
719,30,65,25,7.70650895,10.08292062,3,5.564829836
720,20,62,18,7.366542647,13.6466353,3,7.800092388
721,58,71,15,6.919243702,16.51250343,1,9.957045678
722,25,71,24,7.187721818,13.61089452,2,1.465266735
723,52,71,16,7.075886472,18.31880843,1,4.661984964
724,40,63,18,6.74441168,17.61211365,3,1.554756979
725,20,60,25,6.726469088,18.27169063,1,1.662432393
726,48,61,21,6.628264883,16.04396541,2,7.254118373
727,49,68,22,7.127064207,25.99989977,2,2.545208556
728,48,62,15,7.538631462,26.83501884,3,7.789262014
729,32,66,17,7.162357641,22.10601269,3,8.055024166
730,21,63,22,6.859409487,28.13870379,2,5.820814209
731,20,72,19,7.397190844,27.0190002,3,8.670186216
732,25,65,21,6.880245789,27.00848099,2,9.992802226
733,41,78,21,6.581313137,21.52321626,1,9.330594219
734,53,67,17,7.296972161,29.87428878,1,9.706732538
735,39,60,21,6.97297656,28.89226449,1,2.260834485
736,25,76,17,7.241148507,20.25607208,1,9.814070819
737,21,78,19,6.92009048,24.23188159,1,2.179767722
738,57,60,17,7.504608385,22.36151771,1,6.970765886
739,56,75,15,7.152272256,26.45179493,2,1.736707932
740,49,72,15,7.137004749,10.99265901,2,3.070163244
741,24,80,19,6.808041722,27.82120005,2,2.584171901
742,49,76,18,7.393631868,14.8553706,2,1.206556264
743,28,68,19,7.69950698,24.90993946,1,3.413783586
744,55,78,21,6.602888249,28.73696188,2,9.076790904
745,50,64,25,6.734447425,29.88728024,2,5.613081019
746,34,80,19,6.521217963,27.53323428,1,8.788740977
747,20,68,23,7.707332484,17.81442569,2,2.571329901
748,55,67,16,6.596719015,25.06094808,1,6.003239505
749,23,70,15,7.403623355,29.62083612,3,2.335926175
750,53,74,15,7.517097,14.84122876,3,3.434994945
751,26,67,16,7.17620823,18.16695379,3,9.783091026
752,33,80,22,6.593961761,12.1086268,2,6.81792385
753,37,79,19,7.143942758,12.9204003,2,8.890250732
754,33,75,21,6.690655045,12.64483859,2,7.97873715
755,22,55,20,7.423530351,10.7962575,2,5.686842209
756,20,68,17,6.578714843,10.81831961,3,6.796996861
757,43,68,20,7.497469256,10.09230248,2,3.00078045
758,44,76,22,7.775306272,17.97747691,1,3.346744793
759,34,60,16,7.322555223,22.99964165,1,7.471551356
760,21,72,17,7.580527339,27.78273883,2,5.158967528
761,25,68,19,7.108450121,18.26070172,2,2.841006686
762,41,62,15,7.358974541,26.27093441,3,4.698816359
763,28,65,23,7.405176138,22.94600596,2,8.82577509
764,35,64,15,6.500144962,20.11329308,2,7.598530599
765,52,58,16,7.167435834,29.20907157,2,4.146056028
766,58,75,25,7.261791753,23.69962341,3,1.730418641
767,34,66,19,7.586642101,29.78450265,2,3.164770027
768,52,70,16,7.534811833,17.29969335,3,1.473635936
769,23,57,19,7.251000789,25.14501056,3,1.520397937
770,42,58,25,6.513620918,11.11458232,1,4.670532085
771,37,62,17,7.121254928,20.95107512,2,8.012997124
772,44,75,22,7.574561547,22.07938122,3,6.751890789
773,21,80,20,7.350869792,21.49072897,1,4.452900536
774,56,76,16,7.513151076,23.69212809,2,3.752811103
775,29,76,15,7.025607706,15.50979922,2,7.828800802
776,43,61,20,6.804253866,16.69412097,1,3.100993984
777,55,60,15,7.163043872,23.34752239,3,6.587695438
778,44,63,15,7.338929556,26.68968884,2,1.93803968
779,29,67,21,6.621323612,18.99560169,1,3.012194101
780,47,63,16,6.661870999,25.80879327,1,4.805309922
781,40,68,17,7.733149554,20.17573526,1,3.6659894
782,58,61,15,7.402891666,18.00302441,2,5.57517537
783,41,74,18,6.599147298,26.56135994,1,1.298272119
784,58,79,17,7.04174124,13.2830228,1,9.528817072
785,27,62,24,7.353876754,22.5813434,3,3.293886166
786,27,60,17,7.026795359,21.53987789,1,4.939745401
787,52,65,20,6.814301033,11.2595411,2,1.003337922
788,44,55,25,7.42160832,14.5895392,2,5.984215911
789,21,62,24,6.847382891,25.62278487,2,9.068225272
790,60,59,22,7.191522601,10.43704648,2,5.723811028
791,33,77,21,7.01285529,27.96460645,2,3.444600194
792,59,58,17,7.368318809,27.28000966,1,1.261296216
793,29,63,17,7.26154329,22.49971119,1,9.332691474
794,59,63,18,6.52669158,13.42515034,1,1.303629484
795,29,70,15,6.872594461,12.64180259,1,9.725134716
796,58,73,16,6.874142175,27.92743383,2,7.118478302
797,55,77,22,7.76061831,21.92586777,3,7.114980253
798,42,79,23,6.781841984,22.86476639,2,7.178226476
799,44,77,21,7.326980454,28.13724494,3,5.912718579
800,38,62,25,7.453975408,17.49877037,3,9.770614635
801,32,76,15,7.604110177,19.27678302,3,6.46232154
802,13,61,22,7.728832424,18.43822742,1,5.018341504
803,38,60,20,7.491217102,25.040348,2,2.923173741
804,11,74,17,6.633864582,23.18270054,2,5.991943935
805,37,71,16,7.324863481,14.45817986,3,4.772328614
806,29,71,18,6.410441476,16.83769168,3,7.612303979
807,2,72,18,7.836719564,17.89433799,3,6.482574647
808,6,59,21,6.139215944,10.23671923,1,9.906356958
809,13,64,20,6.590571088,26.2875189,3,7.681152598
810,8,58,17,7.286049978,20.95728027,1,1.230903918
811,6,77,20,6.058306161,20.74819264,1,3.606163718
812,2,75,22,6.658605362,28.72654818,1,3.423417491
813,3,69,23,7.299360767,12.73084706,2,6.140630486
814,27,80,24,7.815210661,13.46286614,3,9.623038817
815,39,78,15,5.925391795,13.6633893,2,1.220703542
816,40,79,17,6.403683619,18.49230232,2,7.387340727
817,37,62,22,7.397546271,16.88403714,1,9.568375976
818,31,60,24,7.722335992,22.00201918,2,9.415375958
819,22,67,22,7.475926645,28.95694615,2,5.045427694
820,3,78,18,6.887130053,27.85663559,2,3.944024965
821,4,80,16,7.441976825,12.82528507,2,2.882156669
822,13,61,24,7.629910253,15.16726379,3,2.57922506
823,12,66,20,7.336117221,26.18821308,2,3.832925211
824,4,61,21,6.75020529,22.39983662,3,3.375452176
825,9,60,21,7.52178027,22.94051786,2,8.549029516
826,18,66,22,6.347379185,20.91114093,1,9.605752223
827,32,56,18,7.135251532,20.3592438,1,6.503828377
828,6,72,15,7.670178119,24.86487906,3,2.716763608
829,15,77,20,7.399749291,21.47557123,2,9.438511267
830,0,65,24,7.841496029,20.54520221,3,1.464650793
831,30,79,22,6.254216611,16.2096833,1,9.090789724
832,3,63,16,6.868881708,29.04553646,1,6.209932244
833,2,78,23,7.320514721,21.19932315,2,7.532168624
834,10,78,18,6.296976913,11.61959656,1,7.343510048
835,14,67,25,7.241151936,10.93688406,3,2.374847786
836,39,65,23,7.685959305,10.66855932,3,1.743894977
837,19,72,15,6.890760124,10.33275298,3,5.110229548
838,18,57,21,6.155915975,26.33167081,2,1.586407904
839,31,58,15,6.167855382,27.59582007,3,6.493201872
840,28,58,25,6.861640036,17.66982089,2,4.124305131
841,5,65,19,6.978361689,19.90072248,2,1.056414178
842,16,65,19,7.043160241,29.11918102,3,6.995205266
843,34,65,19,5.94239222,10.78504029,1,3.697691899
844,14,69,19,7.239455147,14.9594223,2,8.298089779
845,22,55,16,6.516317561,27.07373586,3,2.200394324
846,24,61,17,6.233269045,18.08105521,1,6.371646143
847,2,79,15,7.505283615,19.22767245,1,7.122700168
848,26,63,17,6.950300686,24.73694254,1,7.023729731
849,27,61,15,6.958054839,28.64486523,3,2.895421339
850,24,70,16,6.54803469,14.34595223,2,4.099348337
851,13,74,25,6.461618577,26.96244101,2,3.740775849
852,6,64,23,7.065264073,22.0381139,1,1.167052969
853,12,58,23,6.765091462,24.89054517,2,6.118478343
854,32,79,22,5.91645379,15.70884588,3,6.266976311
855,6,68,18,6.711341147,28.34823894,1,9.377079678
856,10,79,20,6.379881442,23.20239972,3,6.18238009
857,38,77,22,6.313284268,27.96234013,2,7.270209976
858,17,74,17,7.393210848,27.88072685,1,1.662386413
859,26,68,24,7.504930973,14.64144366,1,6.265930772
860,23,75,17,7.198076286,27.01771623,3,6.431280058
861,32,78,22,7.007037515,22.61811251,2,2.886499308
862,19,79,19,6.677262562,18.32914986,2,3.983581655
863,22,60,18,6.74398035,11.90828852,3,1.181348253
864,28,69,16,6.547361618,27.0938743,1,8.832227884
865,1,67,21,6.551577598,20.10713786,2,5.685683841
866,12,67,23,6.585020303,14.617377,2,4.749962158
867,36,67,20,6.924042372,20.09578929,2,2.279296352
868,28,70,21,7.437373666,29.61863915,3,2.110709781
869,12,71,19,7.142611056,23.36781729,2,3.193493972
870,22,68,16,7.74672376,14.56878243,3,3.076114645
871,26,66,22,6.300479414,16.70909071,1,1.453608303
872,16,65,16,6.078724107,19.3473544,2,1.727557352
873,14,59,22,6.76660668,12.58014398,3,1.99584709
874,33,59,19,7.641024177,25.50314942,1,7.89335973
875,21,63,17,6.559681838,24.35983834,2,3.187829296
876,0,69,21,7.072923306,20.52871314,1,3.980204475
877,10,75,17,7.732194788,10.27365137,1,6.013797167
878,30,61,18,6.157782589,16.86115814,3,8.733734559
879,0,74,17,7.240988401,11.91187952,1,7.680509516
880,35,74,22,6.898905799,18.27494295,1,9.962438993
881,7,63,24,6.818681086,28.7034816,2,2.670690452
882,9,56,17,6.261937875,26.64042003,2,5.226436901
883,14,74,15,6.493036868,24.29132104,3,6.765523037
884,14,76,20,7.042474679,14.96528482,2,6.936689182
885,36,65,16,7.692013657,23.12713714,3,7.211427927
886,28,67,21,6.250994223,19.05228685,1,5.561190995
887,28,79,16,6.052184881,27.42100181,2,5.530792526
888,40,61,22,7.002216044,26.56720395,1,5.083791828
889,10,70,19,7.272427638,16.22459275,3,3.18175589
890,12,80,19,5.962001484,15.74155062,1,7.062958727
891,37,77,20,7.080506001,27.84312366,2,2.977444233
892,0,67,22,6.593798387,23.62161423,2,7.419163033
893,7,73,25,7.28805662,19.08616281,1,7.374535241
894,10,56,18,7.32710972,28.96395382,3,7.090399879
895,39,70,15,6.366355781,14.6228008,1,8.374056205
896,26,56,22,7.011121216,23.13943859,3,3.56161467
897,9,77,17,6.280725549,14.92489812,2,8.830728961
898,4,59,19,7.621494566,23.98906903,2,2.575532116
899,34,73,15,7.630424083,20.24539848,3,8.504917298
900,33,77,15,7.802212437,16.84366612,3,4.104704265
901,2,24,38,5.922935513,29.82073358,2,2.056651291
902,6,18,37,5.937649578,26.19127615,3,8.955802674
903,8,26,36,6.804781106,16.17648638,3,1.493327345
904,37,18,39,6.424670614,29.69958033,2,6.352370792
905,0,27,38,6.738016221,22.67600641,2,2.506324756
906,31,25,38,6.497366677,12.1779243,2,7.138210998
907,21,21,38,6.327673765,26.28021476,1,2.939434079
908,6,30,40,6.36137446,23.70731128,2,9.349070545
909,25,27,41,6.923509371,10.80666803,1,1.446321832
910,15,11,38,6.630646083,24.40320418,3,5.43346577
911,14,5,36,5.832525853,16.85447055,1,7.127845485
912,16,10,41,6.738993954,25.15404478,2,9.908473574
913,36,7,37,5.782435567,27.75300331,1,9.041922104
914,4,20,41,6.537042717,15.01205584,2,7.056214002
915,29,22,40,6.145104401,26.83877113,1,2.888362246
916,16,15,42,6.890784045,15.44378004,2,4.170761221
917,18,27,41,7.175344328,24.32228427,1,6.426294756
918,11,18,42,5.938528744,18.96694773,2,5.104188236
919,5,15,38,5.709380472,28.7692531,2,8.552554423
920,18,23,44,6.184400085,13.12547369,3,6.074019036
921,9,8,40,6.553509673,11.74268615,3,9.773097177
922,40,27,45,5.885638185,25.62410155,1,8.697286392
923,22,23,44,6.143874691,16.55201465,1,8.040432828
924,9,16,39,6.101198974,28.93421487,3,3.83218168
925,12,29,40,6.594037135,12.73781645,2,2.02479179
926,0,17,42,6.859840821,10.60736864,1,6.950395145
927,2,21,44,6.56893406,26.33948359,1,9.269256214
928,28,6,40,6.769855664,18.5484164,3,2.434757806
929,8,23,44,7.130837931,28.37652554,1,7.86157259
930,29,16,36,5.740338002,29.06862511,3,8.66586857
931,17,18,43,5.843005428,16.99750567,2,2.702415895
932,34,21,42,6.648687274,16.96832151,1,5.408698898
933,21,23,42,6.902751061,27.21323045,3,2.697424406
934,25,17,40,6.608023872,19.27755343,3,9.273580107
935,8,25,36,6.828522375,19.60570313,3,5.415059183
936,26,18,42,6.910374919,21.13809726,1,3.184524687
937,4,19,42,6.306605528,26.39206552,2,6.182512638
938,36,24,41,7.009180374,12.67326631,3,4.284580359
939,5,24,40,6.297907579,16.00462281,2,9.508041913
940,19,17,39,6.728599215,27.3325403,1,8.041345496
941,39,30,38,6.965156738,11.19584685,1,1.245759649
942,5,29,44,5.578095745,15.81709908,3,6.706816049
943,4,24,43,7.199504273,12.88791272,2,1.45912314
944,38,21,35,5.841367187,21.02573587,3,2.410810467
945,37,11,36,6.710143266,19.65705879,2,8.148281063
946,9,25,41,5.972714857,22.06036153,1,8.223448561
947,29,22,43,5.561851831,29.19763352,2,4.195284083
948,5,21,38,6.107054808,16.15483565,3,7.251225434
949,22,26,38,6.988035315,19.36511425,2,5.863683742
950,4,18,37,7.13147457,29.6140708,1,2.621242219
951,21,6,41,7.086947687,20.97661814,3,2.059843118
952,29,21,45,6.749260456,15.94913002,2,5.431874501
953,23,5,44,7.16300467,28.91097098,1,6.433763476
954,13,7,43,7.013481515,28.2401492,3,9.834762256
955,5,13,37,5.648243649,11.44233668,2,4.927833957
956,27,24,41,6.610251186,20.37573968,1,4.961898662
957,7,23,35,7.054313823,18.84307967,2,8.942793901
958,12,20,39,6.026999326,19.67992082,1,6.858904794
959,4,19,43,5.779427402,26.15873615,2,8.229213653
960,3,9,45,6.535244251,19.872747,2,3.332157966
961,1,27,36,5.684995235,28.65626093,1,9.924951778
962,23,30,44,6.12476108,25.64958903,3,1.9383719
963,24,21,42,6.999014379,29.85194887,2,2.756136127
964,13,30,37,6.277148771,25.63332684,1,9.223834827
965,40,11,44,6.322396027,29.70750585,1,6.831286018
966,21,9,40,5.956401828,22.5226627,1,2.074794672
967,3,27,44,6.591302797,25.94541115,3,9.839765673
968,40,29,42,7.104094929,29.04661628,3,2.537508285
969,14,25,40,6.407872061,21.92545392,1,2.966346476
970,38,14,37,6.658402594,18.32824789,2,6.064131615
971,34,9,36,6.276038961,12.55898261,3,6.930698556
972,32,14,37,6.825256236,17.09971337,1,1.57860484
973,18,21,35,6.368560522,22.59845255,1,1.380444793
974,8,23,38,7.005410734,24.99010404,3,9.354324482
975,15,6,41,6.897368477,14.51928456,3,1.061488286
976,0,5,36,6.152906502,11.56419431,1,4.267526339
977,22,9,44,5.744361602,10.79285513,1,3.681301273
978,14,8,43,7.051654924,24.56033083,1,1.364629191
979,31,11,45,6.034612928,15.58167504,1,6.178929218
980,39,17,45,6.924490731,24.72557738,1,3.123972734
981,10,5,42,6.887005997,22.16924791,3,7.191391592
982,8,28,38,6.8444019,24.30597924,2,4.378041441
983,32,13,42,5.786058032,29.97870233,2,2.94195389
984,18,9,40,5.627186257,24.11949009,1,9.769024485
985,20,27,41,5.700088663,28.94435644,3,5.827118591
986,39,25,36,5.567805185,10.92576323,3,4.598171295
987,20,7,45,6.077886012,26.91403297,2,5.020543555
988,11,10,45,6.397995609,24.16718845,3,4.090074621
989,40,18,43,5.767372539,26.69387321,2,2.980341531
990,3,26,39,7.079973241,17.85245405,2,1.835744262
991,9,16,36,5.893332378,19.46846781,2,8.533257433
992,30,20,38,7.058222596,28.2004683,1,7.962657277
993,40,9,41,5.78270695,10.42954038,3,8.2230605
994,40,30,35,6.269663963,11.45359823,1,2.224354069
