Weathers_ID,Temperature,Humidity,Rainfall,Sunlight_exposure,Wind_speed,CO2_concentration,Frost_risk
554,29.34317422,60.50320928,34.03335472,6.94257807,18.18807349,373.1951168,30.08389197
555,28.63618921,61.39451307,68.54877876,11.35025828,8.994484001,417.2021828,98.06367166
556,24.83206631,44.17085032,52.0810886,7.461734871,0.242240568,361.0616734,28.31343965
557,25.44689075,58.55363573,57.04826619,5.086533603,12.71597419,354.3590809,61.58924422
558,31.01274943,62.40392519,63.77192383,6.743617593,10.63028859,395.6883338,45.59520586
559,27.06179658,52.3003173,60.74583498,5.635497504,7.464662212,413.4145468,52.91529847
560,27.0956288,42.26206161,71.1271039,9.033133508,5.903231338,441.9474145,55.96148132
561,28.56800579,57.30636014,64.53027638,7.827600065,18.74376193,444.2638825,53.41398365
562,28.79929247,49.84213387,40.85534718,6.768563052,9.298069441,439.2167562,81.25760072
563,27.94293692,45.41393636,69.66289997,7.160445134,19.01013031,424.5954521,31.72708044
564,30.47757686,61.58245338,61.86633917,11.12188075,6.969204723,418.6473446,20.28645421
565,30.58139475,50.77148138,64.58559639,6.784577985,0.04434389,373.8366819,65.28986182
566,26.85911286,41.81420849,44.13827124,6.72322569,1.055976623,446.6784616,4.506975406
567,26.31051759,61.18749126,35.73403813,11.19004009,1.510135041,374.0844989,49.52509258
568,28.77833449,44.2252605,33.95825723,8.16364141,11.86436429,382.6424804,31.46687187
569,28.90245417,43.35365671,71.90018566,7.18192426,8.882671494,439.5483467,14.26571987
570,29.37687468,57.69622912,38.34303462,8.716148169,3.042228008,382.0353649,52.1561999
571,24.17093241,58.25204566,59.18953429,8.928022244,15.79577432,362.0508627,23.34502628
572,26.65333029,59.79023382,36.91852635,11.34175364,14.61736377,409.7672771,89.6895003
573,28.19912143,53.50567601,52.13580529,6.292275716,3.208842631,359.4575019,12.13097361
574,28.76488954,52.62741529,55.21606732,6.090710998,19.6144926,421.9934207,11.44104122
575,29.3499706,61.25353851,40.82840673,8.956207886,19.22907808,442.0775687,97.50584753
576,28.00937423,52.60950014,36.01203025,7.542125428,10.53191006,352.0201066,17.91219193
577,26.85851927,48.8246387,34.7426459,7.949974595,14.7397746,440.9807228,75.55631869
578,31.2123945,40.92604945,53.78769958,10.08623975,11.55229688,405.9415888,60.58788046
579,24.20422636,61.43378674,46.0203959,6.71772091,15.8210063,367.8267684,66.16577128
580,29.98835437,49.60384796,52.92929636,5.31334105,7.1874702,374.9419587,98.00355393
581,29.93964907,54.61813464,45.43669946,11.56331919,7.045532782,436.0627098,45.71340073
582,31.2119298,41.55934359,68.80141783,11.20933147,5.468808989,380.8840255,19.57365633
583,26.80474415,48.23991436,43.87801983,10.71717512,8.995700364,376.2277612,49.67048177
584,31.49398069,62.84916863,64.56807592,6.777285228,3.577615507,374.3033971,7.688647976
585,30.99694676,46.42693735,38.31597852,10.03556502,2.51573601,362.9002322,47.61634882
586,29.61253065,63.04749127,50.1978269,6.985668317,3.211874005,368.173735,32.81785986
587,29.97604322,57.03184356,44.86052932,6.443115865,0.868722415,423.1969075,0.106040338
588,30.88883074,52.62696801,55.51932414,6.961355248,12.48794711,396.4955375,38.33126183
589,30.39321309,60.16299493,35.37493212,7.955322528,15.8863155,408.4719043,78.21228662
590,30.43683729,55.20522037,30.92014047,10.02292532,9.285440757,398.1252043,38.9190989
591,25.32688786,63.18180319,32.71129281,9.625613039,6.68929306,438.3475448,96.26738094
592,30.53684308,59.96664731,33.48919022,9.119783473,11.68889011,374.6230528,34.59828724
593,30.38257873,40.5926071,47.95406479,6.946792725,1.714002173,406.8029869,72.26627504
594,24.01825377,53.76623369,35.03404425,10.38733893,4.579585658,434.83295,23.92179139
595,28.69841277,61.14754363,65.67591794,11.36337401,2.049268639,366.5838567,89.62663594
596,29.33743412,49.00323081,42.44054315,5.653256833,19.51203688,410.0186662,43.86186828
597,27.96583691,61.34900107,70.10472076,9.137806338,3.226164268,373.2593844,19.43897553
598,24.86803974,48.27531965,63.9187654,5.121638278,10.91530346,428.375723,25.45985028
599,25.87682261,45.96341933,38.53254678,10.99223359,1.133607535,405.5673852,25.86333629
600,31.01963639,49.9767522,32.81296548,10.10706023,12.44540366,432.6489154,23.54312164
601,27.43329405,87.80507732,54.73367631,10.06306387,13.42307552,386.2801186,64.98613403
602,28.3340432,80.77275974,38.7976407,6.134352317,9.482870918,447.4761784,16.52377093
603,27.01470397,84.34262707,55.296354,6.256440245,11.09723252,377.6764343,48.11109997
604,28.17432665,81.04554836,36.35720652,7.97601754,13.04282171,441.1948673,10.19950426
605,29.87888063,87.32761241,44.75215854,8.482151948,19.40927317,385.6941516,76.56486018
606,29.89232778,89.71503316,42.99498978,10.85330669,5.482904342,368.12316,63.2184975
607,28.56212158,83.24855855,56.48265193,10.87435411,4.259003457,401.9774934,99.93927159
608,27.53592929,85.5701901,53.01899249,5.25081278,12.17076184,358.5510238,38.54262535
609,29.68361658,87.93598094,41.82490236,10.04335523,11.29755032,403.1459617,91.52597075
610,28.14448546,82.1193047,46.75690086,8.596122918,15.5977338,352.8317846,79.29263336
611,29.53037621,86.73346018,59.87232071,5.099860625,7.18108721,369.5197552,61.49783307
612,27.88352946,86.45147631,44.64407105,10.94925422,10.98500564,417.2333981,61.55083443
613,28.22471276,82.35916228,44.01206619,7.252080916,10.22804677,393.7271182,6.297676106
614,29.008124,84.96089355,45.91011391,7.862714598,10.84826663,441.4060667,18.24190021
615,29.75538903,86.45193297,37.54602719,8.101776363,9.213701642,368.0370073,75.59416996
616,29.78416743,85.16906976,40.77872823,11.66338661,5.412625832,382.9915255,27.33036528
617,27.8640132,80.4513142,42.83053902,9.633042533,6.559501911,425.0386265,14.88347412
618,27.11026483,84.96771717,51.52617423,10.13112764,12.95815428,407.191065,25.69459811
619,27.11030369,83.64274107,49.11964582,7.555508948,16.376119,413.5326488,25.28271429
620,28.95451232,89.07866095,57.65901369,6.158158583,13.17095576,397.9251954,49.15087199
621,29.21780035,87.93724219,43.1386631,6.526118385,2.129719469,408.5862296,98.75075791
622,28.7420098,85.81675947,48.54598575,9.250816834,12.97677785,438.2935917,99.01226345
623,29.65021184,80.29868321,56.76278363,7.356230474,18.1614959,445.8465797,82.18647318
624,27.23924995,86.404241,37.31236904,5.365232708,7.539806865,410.467024,86.96029693
625,28.95172351,81.67085323,56.51103293,7.312838474,15.99789573,396.7652042,35.25407485
626,28.18837136,82.60629652,37.01110438,11.56761169,8.152309372,372.0802845,58.73561279
627,28.30041493,86.20681554,50.47333854,7.838039082,19.02126378,376.2413818,37.42692229
628,27.89636126,88.71782287,57.79863368,9.028249261,5.093254843,406.3792329,14.17900653
629,28.6899851,87.50436797,44.56598352,8.239420616,12.59355039,395.4618699,67.32921722
630,27.8262623,88.73100226,56.68833819,9.505779898,0.876751781,442.6063277,4.893075197
631,28.70562673,81.59200689,59.87065439,11.94584079,5.472917622,431.8522264,21.05220992
632,28.6362812,84.61431076,48.48319335,6.171385078,1.823532637,441.6905516,90.09583643
633,28.28511547,88.4393979,48.56690235,7.582908792,12.02750177,428.1406828,78.4766117
634,27.60887393,86.13316408,43.80041104,6.207655205,0.925312451,407.3159817,12.96657815
635,28.60901145,86.99495766,36.94616965,10.34842629,4.380225305,379.5908068,65.72745549
636,29.24598976,84.80084105,53.43228915,10.91442138,19.65807546,357.8642892,72.7458422
637,28.62911222,89.1148059,50.49913241,7.31708209,9.307720649,432.6198746,0.101104179
638,29.57329479,88.07505524,45.04467075,5.52370299,17.43083548,448.6540014,19.69129589
639,27.82684262,87.16679147,58.37249772,11.40159666,4.378503751,403.0980153,66.63057952
640,29.8757015,83.14796296,40.12044158,5.02554787,8.100873807,416.7675209,76.25061193
641,27.33684386,88.50229102,51.09802625,9.895989418,12.3575014,366.0509646,23.429289
642,29.83040388,89.30428305,58.86687093,5.134806685,10.82294034,399.4742721,64.07716683
643,28.2753171,82.76020821,56.04995423,10.43622974,14.92927959,444.5969776,26.23454807
644,29.86860065,85.99127934,58.41394143,10.87204214,3.840101311,423.6103634,18.70514893
645,29.5888162,89.9939693,54.96121262,6.063556433,2.78403339,428.9305951,44.77286953
646,28.07219563,82.9116472,49.61865305,10.11443761,6.121300793,394.5850389,12.35981108
647,27.84026517,89.99615558,52.84626009,8.026831395,6.14663151,436.2994439,46.70041326
648,27.10818093,87.4512669,55.03723979,11.29840039,0.866479056,391.1109285,41.42199041
649,27.68515114,81.94268594,54.62243308,7.987059038,8.505165616,414.7284233,83.06274285
650,29.34594634,85.60472562,59.03629954,10.22535661,11.41265664,437.4206367,7.671267364
651,28.36319404,84.8593608,52.93031105,10.81159906,13.5933295,398.2784844,26.29433399
652,27.65280218,89.80650642,56.52558045,8.416456179,6.89847804,433.7508417,65.66749089
653,27.31372793,85.44815232,53.15223123,10.46704155,3.615226511,363.9207926,29.02594628
654,27.06909959,86.89934108,50.46746116,6.358961618,16.40641119,406.8840094,14.46580349
655,28.06642822,85.91625451,39.23831035,10.14201075,14.75660833,392.712576,35.5241339
656,27.73329078,81.13903037,44.17580911,10.67958579,6.872896393,350.924912,9.000340723
657,27.53632932,89.92908171,45.48591922,7.443793519,8.666745176,400.7704378,29.23557216
658,29.66461594,84.28187572,56.09542002,7.501719755,4.064010904,443.7708184,50.09446898
659,29.9145443,85.85384444,41.39081525,10.73964675,14.96074624,416.9776633,25.84372164
660,28.36363858,87.59810657,57.99524359,6.884132627,13.26639053,383.6512923,71.05751756
661,29.46416042,87.60890009,43.15411472,11.99035685,7.13662668,389.5352772,29.20576037
662,29.73013036,82.89166381,50.91511275,8.214284696,1.450456558,435.733298,80.57885444
663,27.46852989,87.17649,43.78420984,11.22619173,8.59938234,354.0976472,42.17533795
664,27.77076285,87.09979549,49.50812624,9.742414481,7.826374104,406.5249893,20.31212813
665,29.12939524,88.48312598,36.45012824,5.899465874,16.22444813,440.8416529,9.315582959
666,27.10606808,89.89593328,37.45680611,7.578688815,16.89303352,390.3559588,12.94956692
667,28.88078945,86.94206817,53.79732545,11.35588934,8.033944127,420.5812423,69.76822624
668,28.14720892,83.8001509,37.44800463,7.607656468,7.500012895,417.9700919,77.70959982
669,29.89129144,80.14487166,54.7960127,5.788779725,6.978795568,400.8839212,56.64198626
670,27.41503453,80.98004661,40.53173216,5.57614118,6.399982122,390.4579539,24.39602944
671,29.27308605,89.4875022,50.9246554,8.170953659,14.45771686,383.5896185,17.46964103
672,29.65296893,88.48587386,56.01913159,7.827264304,0.664073786,356.5887368,63.9046464
673,28.44524991,82.67639542,58.18713162,9.659074557,11.34046934,380.662852,44.42984953
674,27.96235681,83.97586797,48.9366954,7.121041597,18.21332158,384.3447359,6.580660895
675,29.25649321,81.97952224,42.02483277,8.954379109,19.4129005,446.0539623,88.19131559
676,28.36291385,88.00989267,43.05130077,9.51016474,1.086965606,360.6948344,6.158653856
677,27.62749466,86.49366929,39.26137642,7.069340578,0.502492625,393.1123667,63.8836942
678,28.66086349,86.12194568,50.01534317,5.668087676,3.855487012,358.1168399,11.73867623
679,29.2114218,87.11497805,51.53848218,6.628777208,14.36563681,426.6984771,82.51507701
680,29.40889385,86.16063492,53.35486977,9.142173472,2.64432959,432.0031917,68.48798618
681,28.02952623,84.8845732,36.12042927,11.577045,2.827103512,434.0139525,3.775425448
682,28.08657178,80.35005927,38.14476781,11.08700799,9.664957262,415.8274113,85.86355701
683,29.16174608,80.28038146,40.16545979,11.17706835,15.47066288,384.7250941,4.398369654
684,29.8596912,80.03499648,50.66487502,11.15009776,16.73248107,376.8855854,67.0888155
685,29.06631494,83.6869203,43.95183726,8.799329115,0.33312772,418.6148779,72.42722091
686,27.38538997,88.66663953,58.29933073,10.83877296,15.60483356,419.5160356,69.57312619
687,27.93034941,85.42058715,43.25095608,8.464822266,8.342840532,355.9193778,52.68437431
688,29.2808618,81.8009244,44.47427436,5.494881706,18.12106919,428.2979961,47.20460821
689,28.9973145,83.78911515,59.84499208,10.2977674,13.88035753,367.266774,28.93961191
690,27.92678579,86.5543196,43.4826194,9.144012168,8.212375814,433.6612806,69.68357851
691,28.5474135,88.9570454,49.4897245,5.207686992,6.123845778,370.5147341,12.56105826
692,29.36488409,89.1886954,48.30159325,10.56864897,17.73431067,355.7771604,40.33688759
693,28.56149805,83.63802195,41.013132,11.26172421,1.043991508,413.6910123,45.87495245
694,28.43683487,87.91332682,43.12063289,10.87223284,8.842491454,366.8034164,49.40789867
695,28.79728147,80.45744422,44.30070517,7.458857034,0.337694958,389.256029,72.6884122
696,28.7275267,89.12760359,58.52974279,5.77464957,13.13414232,368.986739,44.60379053
697,27.95639663,83.52706038,43.25726752,5.20396633,13.6440987,409.0029862,44.48323721
698,28.17458662,83.69659318,37.2464655,5.080515909,6.892584945,395.2920185,28.56402755
699,28.77653519,86.69133979,56.12443206,6.358876678,8.737910097,397.7465295,12.96006668
700,28.438097,83.48991368,52.55469976,10.03071026,11.3642821,406.8325454,80.96126386
701,29.48439992,63.19915325,71.89090748,9.191656129,19.27050409,385.6382794,71.51977439
702,26.73433965,68.13999721,67.15096376,7.756742702,13.51039295,367.0861571,40.60210142
703,26.27274407,62.28814857,70.23207557,5.606756914,6.503058374,423.6303973,90.85330433
704,34.03679184,67.21113844,73.23573601,10.98309357,10.89415917,385.3885687,10.25574906
705,28.03644051,65.06601664,72.49507741,8.359980432,17.83873385,434.3386569,16.00082667
706,28.81460716,65.33538112,62.26242533,7.902764878,8.762726019,433.5408732,17.67328715
707,34.03619494,64.28791388,66.85510868,10.58612476,11.90781621,373.3767106,49.17682073
708,33.8642935,61.57072498,68.02199825,8.951445003,10.83516556,423.2790686,37.1180524
709,32.84213012,68.68401492,73.67166182,5.839071196,16.87236228,368.5777098,68.68180563
710,27.10053268,63.36085585,73.84949872,9.59187183,2.631042772,399.3824738,44.09536958
711,25.65842532,61.18235808,69.28607828,5.094887533,11.07249678,381.5943652,68.08082239
712,32.34744009,66.61452812,64.55882254,10.4820741,6.115096971,444.3151905,70.72101714
713,29.58949031,68.32176769,67.53021213,10.10677269,3.828456624,412.1433192,67.07301449
714,30.91219459,68.79427388,66.63830637,8.32394546,12.44354015,404.8961956,93.97683732
715,28.12787838,64.2097765,70.86340755,11.87948679,15.63859682,373.8808763,89.80774063
716,30.08545364,69.34811988,67.1367443,9.151017234,19.6506169,390.2999406,13.55743129
717,31.74379487,62.51007687,68.97097538,7.677021777,11.88235611,397.8454411,80.38565934
718,27.81326852,62.50460464,69.75555541,8.610037248,17.03407317,425.0895161,18.10060314
719,32.88733849,64.59457409,71.50569456,5.230110115,17.25048015,446.0517746,35.75136815
720,29.36358721,64.98742947,61.91208707,7.659623156,13.31571981,372.2885485,16.75869617
721,27.82592799,67.5861883,74.01229707,9.884864881,10.49667547,432.5491968,52.42098735
722,28.49538735,60.44848407,74.91559514,8.14242058,13.92070046,426.077033,87.74772588
723,27.74274761,68.53997144,71.78615328,6.229005972,0.864656797,384.9804843,21.15491947
724,30.41588462,67.66323804,63.02473185,7.091492011,1.616323414,388.3248645,36.95263178
725,27.3254209,69.09047809,61.19250859,10.69845469,17.24071666,362.7167177,51.97755684
726,30.28496619,61.69295127,65.62859526,8.604601631,8.92102697,430.2982904,99.46941012
727,28.56840626,61.53278622,63.49726331,7.348115112,15.54747796,396.8493594,62.36810919
728,25.36586097,66.6379724,65.81655892,6.891373787,11.18781818,421.7954397,14.90269853
729,34.9466155,65.26774011,70.1415139,8.208097998,5.439752819,387.0913482,18.11935145
730,25.09737391,67.72837887,74.61649888,9.700013822,5.114374244,381.8898109,17.1428403
731,32.47648301,64.34848735,65.820457,5.58106823,13.86790981,370.028394,64.69790666
732,33.86351172,68.59232289,69.24464096,10.0109917,3.514824827,393.630131,15.40295013
733,25.19857725,60.37332688,70.88787207,9.280371254,6.976037703,356.6483819,65.7923281
734,31.77681682,69.01852894,61.46892873,6.719868003,9.319220434,424.0250764,69.85981231
735,34.89814946,63.59948557,64.72797143,9.13802414,14.13448188,390.1494257,11.91074643
736,31.74105409,68.63525428,62.3061735,8.513747306,0.169761032,394.3161151,91.11396801
737,27.16159076,66.76017239,69.85112265,10.90657507,8.123129184,382.2454521,67.19822227
738,26.23773129,67.88521396,73.58663968,5.511941232,1.103146343,408.991223,89.32009609
739,30.20157245,60.06534859,66.37171179,11.5536007,12.85503647,430.7252041,83.32471219
740,31.55846339,67.83563765,74.86960831,11.52492147,3.01945904,439.2044214,63.52299891
741,29.67892453,69.0854554,65.66436565,10.81188344,19.59185718,388.7133963,63.81996924
742,27.05365239,67.7017527,60.4693835,11.21013094,3.653289074,436.0099973,34.99731513
743,34.63880966,61.38597868,72.43169115,10.34705118,12.12431959,376.8338152,84.11374911
744,33.39438752,62.93692886,63.57445989,5.341972385,0.904608699,408.0909956,37.40478175
745,28.84079155,63.37230676,70.25496749,5.297057521,10.26367415,428.3073344,39.23377228
746,31.49338309,63.0563645,71.48327008,8.051484277,6.65026371,356.6769823,33.0331205
747,25.54960633,63.95425534,63.1830529,11.26086109,16.0253162,374.7967662,61.73005287
748,34.37329112,69.69366426,70.27184748,10.62770979,7.663871227,409.0554679,95.79365135
749,34.6008247,63.11296779,60.41790253,8.574941324,8.587600156,368.094627,62.05724224
750,29.43463808,64.94329356,72.17818157,7.844482611,19.98375825,406.5005822,69.80605183
751,29.10713092,67.90577375,67.83345933,6.511672499,14.01668682,427.5098872,30.38921601
752,28.57006111,65.71765781,70.0866434,7.399729393,5.143324052,395.3934025,53.67983878
753,27.54384835,69.3478631,69.40878198,10.14775388,16.97360374,421.6472699,78.73427324
754,33.04687968,68.93875631,62.30278274,10.77037493,19.34404606,363.7065451,78.06274052
755,33.95309131,69.96100028,61.16350463,11.59451426,12.02020511,399.9563066,34.32365238
756,30.11873003,60.11680815,71.72980375,8.928754652,17.29532928,408.9807493,49.92381249
757,29.57812712,66.17587668,69.43895491,5.376908156,15.7702099,405.9589692,63.27436802
758,27.26458947,68.01232937,68.91754359,8.697918437,6.177301643,369.2062837,5.921960172
759,31.35730791,64.24992106,63.85668948,7.824448878,7.42420034,389.1864655,46.3151033
760,31.52104732,66.55723677,61.71111448,11.76415114,6.314121104,370.9132362,88.43142783
761,29.39982732,64.25510719,67.47677295,6.781280909,9.559016403,444.3666593,65.81445121
762,29.38400259,64.14928485,65.24194361,5.694865037,0.180726007,379.2132128,30.38977675
763,28.38686534,61.88871127,74.24459122,7.378597507,18.59063067,384.3919175,62.23478577
764,28.47442276,63.53604453,69.5274407,5.06388724,3.878962624,371.2992317,57.24122257
765,30.64095781,61.14508627,71.36947525,7.051620689,1.87279128,431.3003552,85.4888847
766,25.25596239,61.36669662,68.64685069,11.79948771,1.382838846,361.8470084,64.21834524
767,32.97030511,60.18122078,73.44678678,9.530569812,4.669588994,434.9618215,48.23647758
768,33.66855394,66.60416867,67.32520551,6.448743838,16.57287259,377.2860585,1.612853912
769,32.83963757,67.99803573,73.40452716,5.10684196,16.37912746,418.9974782,46.49719408
770,27.45853567,62.90020977,69.46020927,5.837217962,11.38907351,395.2662198,96.75594182
771,25.68576704,69.84354028,74.62068748,9.075074751,14.9610163,433.3421812,82.75500527
772,30.0328403,64.14800537,71.21006868,5.413115962,2.505674149,404.4674685,42.81375324
773,28.20667264,68.27085245,64.32887142,11.16425676,14.68219879,410.8420235,92.55059076
774,28.27265858,61.18956161,63.29900785,11.4941257,4.132629667,406.6138808,49.25854292
775,28.5417236,64.2020154,69.68862306,6.92616158,13.40637503,367.5882205,98.77054885
776,26.87187036,61.61367264,63.51822045,5.832731403,10.7746808,442.4324843,93.49342721
777,32.79766751,68.77994074,64.11411069,9.744000019,0.162899281,427.2086501,45.64997327
778,26.42333018,64.51136845,63.46546487,11.65948623,12.6499253,434.0815653,26.62257579
779,29.79181107,63.38789228,63.02169909,7.134365335,2.107717192,382.9038239,94.30269801
780,27.44003279,67.10464369,72.50669768,10.51790296,17.65077307,421.3095141,23.71197042
781,34.1262979,65.14877461,70.40795007,7.247727999,17.4692239,419.6920892,75.69386454
782,30.94908189,64.23364112,62.78730907,8.123899716,19.30374299,383.7917106,89.40534726
783,28.75751783,61.02701476,73.37686831,7.415097265,13.83666246,403.7667641,6.661267958
784,27.24766491,66.10123083,62.31842057,11.50226305,14.77758142,356.9193344,62.55740923
785,28.63005477,66.770943,62.2737345,7.599815801,9.691422887,422.9710237,4.268127103
786,26.41768321,63.64698302,64.42177127,7.070355788,6.784330891,388.8233796,42.26914454
787,32.81705216,66.15665137,68.83924882,7.18757448,19.2038122,350.4590551,65.56438948
788,29.6321052,65.91359954,71.16331975,9.115713463,19.0827343,388.5958613,29.30011155
789,33.49077065,62.73317204,65.45328463,8.323090798,1.172302403,444.3197267,97.9625447
790,31.86847286,66.74217464,74.22238583,7.79519722,13.18567662,369.4455646,32.06297543
791,30.32992227,65.62971858,71.64631281,5.034601212,18.65259743,410.1282058,14.52735462
792,28.546224,66.31394098,62.83469851,8.145861163,16.12653639,361.8935983,22.59608752
793,30.02629908,67.88811637,66.47264636,9.233679051,14.45498087,359.1081166,65.31320579
794,31.65531175,60.13263713,66.69096751,9.165218869,17.39233959,446.9277657,43.23970686
795,30.33499674,63.54718862,74.16699119,9.085969743,9.036001344,426.1124008,53.12913533
796,33.36984395,65.67718163,64.89517488,8.045813171,4.596843034,437.7171319,95.43285863
797,31.4345059,62.99303471,64.77651469,8.591762669,0.501856356,404.6724397,13.2251735
798,27.71678273,63.29103387,68.56507978,7.823688077,10.04282863,400.4204948,75.28169111
799,32.63918668,61.3009051,61.83876146,8.22653646,3.226825569,433.2696157,88.48464557
800,32.7477393,67.77954584,63.37784443,10.08220063,12.38541479,427.7359311,75.61933766
801,28.05153602,63.49802189,43.35795377,11.33885373,15.00829563,429.2802552,24.88493003
802,19.44084326,63.27771461,46.83130119,9.937594279,9.129900283,424.6099438,97.75552054
803,29.84823072,60.63872613,46.80452595,11.32845408,7.207899488,360.0309194,50.15182236
804,21.36383757,69.92375891,46.6352865,7.455691857,6.629620933,368.7699163,65.41840102
805,26.28663931,68.51966729,46.13833007,9.626370641,17.55861119,411.5870429,62.37843675
806,22.17499963,62.13873825,53.46622584,9.620154653,7.910947278,449.6635805,86.68687056
807,26.57597546,60.97876599,50.89110726,6.487111246,9.764371961,412.583777,34.66386585
808,26.58972517,66.14007674,50.90994463,8.656703398,15.43007621,393.5172543,63.89994561
809,19.1345771,62.57526895,36.46946971,8.816027961,17.29904298,402.1956578,58.94788076
810,28.75273118,69.15640149,35.15426171,8.378705177,9.031564218,430.8557284,19.26504102
811,25.78746268,60.2816298,49.14337177,11.27672944,1.286592421,361.3512049,94.69239078
812,23.89271875,61.78779413,52.55730112,7.003984959,0.586652348,410.9798912,49.17617358
813,28.67408774,63.18832976,42.96018627,9.61975685,11.36554455,425.0166592,38.57234137
814,28.42062847,61.77336343,49.02366803,8.125371069,9.898828072,441.5080114,37.02352784
815,21.35499456,62.60136323,41.78219834,7.679533826,7.854718512,433.7524999,85.69779113
816,21.12695586,63.18738532,38.71834464,10.00278862,13.56269635,423.7346029,35.32776859
817,24.02037872,61.62313345,49.78102578,11.90097657,10.54245208,366.9985006,52.78029646
818,25.40474421,65.8567539,51.92057267,7.766478697,13.92908342,358.5366126,23.98882225
819,29.03017561,64.49166566,54.9393771,11.45180443,14.68364245,388.0698281,82.96005325
820,20.21368219,68.65257685,50.89732989,9.436186764,2.663140184,401.3579813,66.78094399
821,29.19585548,68.01965728,44.93261911,6.553842726,1.863139684,380.967843,67.73461567
822,18.29783597,69.6897615,49.39111479,11.9411653,16.6264204,358.2562728,9.295081044
823,27.41434987,63.41785982,44.43177543,9.862899429,14.2238635,396.5281638,39.56579738
824,24.84063998,60.09116626,48.77790371,9.916116979,7.087892294,389.665633,18.22975083
825,29.94413861,67.31323084,40.37113729,5.690374645,2.966095669,404.3270446,34.05698328
826,25.87990287,67.55109024,47.89645224,7.744262255,16.73208064,359.2552886,78.11710234
827,20.0467711,65.84395319,46.05333124,6.319216227,12.60041912,370.0136231,69.11455828
828,22.99451999,66.70897237,54.49044154,5.807752676,14.74449809,415.4680826,82.81533839
829,25.13163619,66.92642362,49.04015558,10.04028702,15.45898234,400.8779678,71.45152026
830,28.49584395,62.44616219,53.14531023,11.24728933,3.632732451,448.813041,50.21851313
831,18.28766124,69.48515056,48.60449438,8.436000762,12.34073318,361.2733933,79.71969105
832,24.38041875,61.18458224,53.13946695,7.115118396,3.262498056,448.9123414,40.18952086
833,21.31852148,66.43934593,45.42616802,10.21335505,6.911864212,377.0020689,9.685291887
834,18.54141834,62.70637578,44.07819743,6.90139945,1.231955755,427.2043868,14.06468836
835,25.28710601,60.85993533,49.37369982,11.83699655,17.59033673,376.0742126,29.06435337
836,25.43459777,69.12613376,41.02682925,6.391909835,7.958084854,420.2426465,45.98289268
837,28.83600962,69.76112921,44.08562546,8.294363762,4.027588885,404.2713496,80.40516323
838,27.37659643,63.93927841,49.47371773,8.351159427,11.60930373,388.1094513,67.77301236
839,28.31886863,60.19461399,45.36521251,10.25567148,13.92613442,384.7273064,29.18394508
840,27.4818649,62.04814951,37.81123974,6.889631896,3.106517449,421.129498,95.26081495
841,18.28072173,68.10365387,48.80253285,7.76188947,14.67160154,378.0569602,37.97642151
842,27.61204997,69.29786244,42.72374404,9.06203855,14.02925739,439.8493754,8.226413312
843,23.43974653,63.22011726,45.40277297,7.357999258,1.446534988,424.5737377,0.629364368
844,20.95628486,63.68128841,52.39881209,10.68283511,17.31204217,373.1279861,14.65491548
845,23.7937153,68.03209183,49.73922097,5.054747725,11.43187407,400.8808149,64.22073678
846,22.6371424,65.44544859,38.30411077,6.304728402,3.735497763,393.9346484,29.9702897
847,21.53577883,65.47227704,35.75107592,7.820464504,5.530977829,382.479232,52.84407589
848,29.87854588,65.73085206,44.95654782,7.498385967,18.78667283,396.9546742,97.51918591
849,25.2653291,67.10004577,48.33941188,6.137018525,15.97412783,367.6701766,74.07777774
850,25.17885316,68.93307305,35.03484812,9.778999533,10.59646167,415.4995492,38.48476774
851,24.12192608,61.09533545,44.23629285,10.71269407,14.06638263,361.3229096,59.49387988
852,23.33565221,67.40460704,36.18678721,5.669890526,13.15698884,431.5228314,72.15286987
853,21.74600081,63.39503184,50.43306085,5.696556484,4.059310744,449.1241455,61.31738223
854,27.60195453,63.46170674,54.37814199,5.945760732,17.61623054,447.8918004,51.43406181
855,24.388717,62.50453062,47.26052494,7.124887638,17.75918172,402.6386194,63.37626259
856,24.98287462,66.895409,38.21370568,11.86147738,6.781859809,406.4933694,13.73378313
857,28.234829,69.3159965,35.36831423,7.148028603,14.55011108,448.4794083,7.569973548
858,26.03026959,69.55863145,37.11395801,6.871373522,8.715293173,394.6327972,74.66630264
859,28.04849594,64.07691942,37.15824966,9.237731699,0.155065633,374.072357,29.05474927
860,24.87425505,64.00213929,48.28137482,5.513668358,4.213603199,396.4343686,59.51387804
861,23.97081395,62.35557553,53.40906048,9.30447395,13.06476412,398.4332217,36.93674358
862,20.06003985,67.76252583,42.89509057,9.880709175,8.480549175,417.2917477,48.30141247
863,19.59221047,61.28633405,41.7704893,11.87892455,3.160515996,409.5818997,25.39070926
864,29.77013109,66.29327012,35.69674138,9.875342098,1.335826471,437.1446181,84.23704508
865,27.52135365,60.53657684,48.06491307,11.79303773,16.0640697,371.8839465,82.43951231
866,25.62896213,63.14909763,45.49683991,5.875797263,1.180002657,399.0970044,44.20517449
867,20.39078312,60.47528931,53.31508572,7.897613058,9.858719109,364.6026709,25.59852455
868,25.39038396,60.4989659,39.18374505,10.26234591,3.870646132,365.4839652,70.0485631
869,24.91079638,60.71367427,42.19740397,10.16794668,17.43394975,359.8160884,63.93357518
870,27.70496805,63.20915034,37.46160727,6.691179995,16.58593371,376.3338446,54.75731119
